deathscases10k,pctpov,pctmale,pctwhite,pctblack,pctasian,pcthispanic,pct_highschool_or_less,pct_Adults_with_Diabetes,pct_Adults_with_Obesity
143.4684118,14.8,49.35816266,78.586447,0.60175881,1.5682904,16.910817,40.07884407,8,33
60.48387097,10,51.80690155,91.930079,0.33511457,0.62494338,4.7097184,32.06572723,6,28
140.562249,15.7,49.7785651,79.145753,0.27556343,0.84637338,16.907784,48.75719547,11,35
124.5821939,12.1,49.18177528,91.549832,3.7630726,0.96055772,1.6608059,42.8964777,11,37
205.2785924,30.2,48.38283828,63.20132,31.963697,0.29702971,1.8151816,54.19168282,8,26
102.960103,14.5,51.9843656,87.696934,5.9951894,0.79374621,3.6139507,43.89745426,4,26
142.0118343,11,49.99346735,72.154099,2.4096161,1.3867891,22.407003,48.6203146,10,33
243.902439,10,64.74984747,73.718733,18.486883,0.27455767,6.66565,54.51367378,5,23
255.954497,12.6,49.09829358,87.382174,0.78804595,0.93353139,9.4626136,45.77643776,11,27
104.9868766,12.8,49.83340275,97.271973,0.39566848,0.27072052,1.2703041,51.8624649,8,36
232.5581395,11.1,49.86724427,93.012857,1.0410844,0.54499721,3.8638905,46.96614552,8,25
182.8499369,13.5,50.50570962,75.432301,3.6786295,0.55464925,19.241436,59.04974842,7,35
63.58840957,20.9,49.82974812,66.843504,13.137729,10.997557,6.0947791,27.02272797,9,31
253.8461538,13,50.88637825,94.911361,1.616607,0.60316585,1.6533481,52.08447742,14,29
198.019802,12.6,49.66016927,96.396512,0.43600923,0.38471404,1.5773276,47.13463211,7,37
300.5008347,16,49.52840866,95.872635,0.47536409,0.8450917,1.6449105,50.63182735,9,24
178.3723523,9,51.80530832,91.357368,3.5548236,0.52339328,3.1509869,41.78518009,13,39
165.3469958,21.5,48.49759261,90.71632,3.8537879,1.019947,2.7002063,39.11895943,10,37
210.4650808,15.1,48.56836984,42.082366,23.041089,7.7020273,25.538439,35.99452686,10,28
196.4512041,11.6,52.27840698,90.785348,5.0672621,0.57425424,2.2225767,43.5830431,12,28
266.8089648,14,49.74093264,96.632123,0.46262029,0.59215394,1.0640266,49.50755215,21,33
273.2240437,11,49.48950472,94.394064,0.786353,0.45025051,2.9488236,46.23495293,10,28
119.6808511,16.5,49.52517212,76.255727,7.7374376,2.6665259,11.446761,32.6014719,6,32
151.0248112,11.2,49.38651882,90.333182,0.47743726,0.64171674,7.2128959,50.1639595,9,31
166.6531834,6.8,49.1294857,66.348624,4.9307067,12.470964,14.455372,25.24355602,9,27
312.5,12.3,49.02073733,96.693546,0.63364054,0.36290323,1.25,47.23034286,9,31
151.1335013,10.3,49.26470588,96.245307,0.53191488,0.37546933,1.5957447,42.55978584,5,30
147.6683938,11.6,49.82167914,95.556593,0.52619269,0.78344243,2.1983162,42.73065472,12,27
183.9339339,17.9,52.78296601,92.164737,4.3752335,0.33619723,1.8257378,56.36149788,11,24
350.4482478,15.8,49.42702051,93.47859,0.94240047,0.48250905,3.550965,45.08452702,5,25
166.5675193,19.6,49.3320586,95.692617,0.55812513,0.39533861,1.76998,44.07445049,7,27
132.3654996,16.5,52.04052348,91.645622,3.7825737,0.32143267,3.1052692,45.85544014,8,29
121.2121212,19.6,48.83353104,95.373666,0.65243179,0.23724793,1.7200474,52.88876724,14,23
367.7130045,14.4,50.33731984,96.067154,1.3032812,0.2683226,1.2802822,57.01585197,11,28
121.7932107,8.8,49.87444087,86.141413,1.5812604,0.80043944,10.215412,40.57340717,5,35
166.3893511,9.5,48.90358937,96.067619,0.68602231,0.36751195,1.7150557,47.78929138,19,25
227.9635258,11.9,49.59650303,96.021074,0.57722484,0.42030937,1.6083838,43.12953568,7,31
322.5806452,16.4,50.74168798,94.680309,0.51150895,0.46035806,2.2506393,52.69141006,5,25
327.4559194,8.2,48.82992994,95.766878,0.34282308,0.44716052,1.9675063,50.47281456,14,27
167.9306609,11.9,49.84518232,90.187413,1.8231818,0.46241595,6.0195558,42.52039242,14,37
219.5436935,14,49.12693812,89.8022,1.065063,0.51079555,7.1837418,50.32746315,9,29
164.3835616,27.5,49.72221738,73.900628,14.827845,3.7269894,4.5176685,32.17852879,5,24
156.5995526,13.1,50.02601186,96.961814,0.29133286,0.32254709,1.5294975,49.36727619,10,25
280.2460697,18.4,51.41988366,85.452139,8.5642517,1.1766261,2.7974617,43.17391968,10,33
212.9817444,9.2,48.87169863,95.619535,0.72321142,0.67286128,1.4830411,46.54302406,14,34
172.9106628,8.3,50.042123,94.472528,0.64588599,0.56632031,3.1077413,43.6116786,10,29
152.7494908,11.8,54.56807964,88.37508,6.8802185,0.24887605,3.1470776,49.31581116,8,25
145.5036015,10,49.80195277,56.75813,5.3094629,4.1814547,32.246882,38.14455318,10,29
148.3624149,14.8,49.22017014,71.857047,14.615902,1.0115975,10.626772,46.17875385,11,41
83.22882226,5.3,49.57198139,68.407148,7.205566,3.0989328,19.464488,30.43417883,8,31
310.421286,18.1,50.43303001,82.706738,7.8564018,0.99576944,5.8548849,47.52075672,18,29
275.0209255,13.5,50.46696518,85.049802,2.6126292,0.90468796,10.027415,47.0501461,13,28
169.3581781,8.3,49.97959568,60.992789,6.8373017,8.0972329,22.172932,30.12349319,9,25
136.0201511,16.7,56.04820806,84.757376,9.7177289,0.42499206,3.8883604,49.81443977,17,23
236.4240857,10.9,53.10171522,86.091226,5.3618912,0.75972299,6.3582972,45.03963375,8,37
184.7133758,13.8,50.15240066,88.9153,4.0239368,0.9843125,4.6279468,54.80459309,10,34
188.5397412,8.5,50.76923077,86.167675,8.0069147,0.73293,3.5159897,46.60580158,18,36
213.5946727,16.2,47.90090916,76.185155,17.277867,1.1498204,2.3483459,44.99250507,14,32
241.3687748,13.4,49.45379913,95.952594,0.96440315,0.37737514,1.2755721,48.48700809,15,28
184.7629904,13.7,48.69073323,84.762216,8.6670622,0.98804738,3.3812169,37.37739134,11,37
290.3043968,17.9,48.89154705,90.890485,4.1759703,0.67517278,2.1105794,46.21893501,17,30
155.7093426,11.2,49.6358592,94.563895,0.72828159,0.43350095,2.9738165,46.50166559,14,27
370.3703704,15.4,49.31072613,96.373022,0.6855879,0.43494287,1.0984151,53.60438061,13,30
313.549832,18,47.890625,88.011366,5.7031251,0.5752841,2.96875,46.8116951,26,33
232.5581395,22,48.98681355,87.741613,5.3380068,2.3335002,2.7941912,37.62620735,9,35
113.4462568,7.1,49.78254529,80.620605,1.5228312,2.8901059,13.448489,33.35686874,10,33
98.95878152,14.6,48.58472007,79.287499,7.9153843,5.34462,5.0628372,28.66136932,11,34
109.739369,9.6,48.73860677,95.540363,0.86263018,0.35807292,1.5625,41.76302099,10,30
224.5088868,11.4,49.94551631,95.038778,0.74995193,0.46150889,2.5062496,47.66052914,12,33
188.1977671,5,49.68108344,96.321535,0.36697248,0.64365808,1.5407019,31.67660761,9,36
110.8033241,15.9,52.3862802,93.168074,3.503374,0.49998253,1.751687,51.6298399,12,31
267.9738562,14.6,50.7623028,87.923831,6.8724982,0.75641628,2.4811631,49.34857464,15,32
214.2857143,9.2,48.95019365,96.439493,0.54358905,0.29897396,1.5288442,48.63553715,5,25
158.4592882,9.9,49.66714451,86.577773,1.0898808,0.56752353,10.284155,43.20054054,7,37
152.5964166,16.3,48.45339136,69.691783,18.317914,4.0803671,4.9152646,36.69406128,11,36
237.98627,16.3,55.06281288,85.600263,8.7796353,0.50061396,3.2209314,53.2675705,12,32
76.48183556,5.9,49.55476946,96.230787,0.67089535,0.40253722,1.3661869,40.04661655,19,25
293.90681,13.9,50.15053488,96.022034,1.3964512,0.31388125,1.229902,49.99999905,9,30
51.02040816,13.2,51.70940171,90.55081,5.3181387,0.40360875,1.5906932,50,10,27
53.57142857,18.9,48.59967051,63.664651,30.29471,0.40270914,2.2881201,47.53466797,20,35
0,8.8,50.92334495,91.463417,0.67944252,0.57491288,5.9059232,45.42877388,6,26
141.3959085,12.9,54.99283623,84.797233,10.278453,0.47654645,3.1209121,52.97804451,14,27
282.658518,15,49.47662247,94.988263,0.77396436,0.8754679,1.8334074,40.78217316,13,28
235.1552569,14.8,49.26225109,71.136838,10.449062,2.6694175,13.103843,40.83082008,14,34
226.7573696,22.2,49.35581026,91.324353,3.7856605,0.61909142,1.8907387,40.78770447,11,27
149.0279144,15.2,47.98666994,80.230665,12.779757,2.0793661,2.3506768,34.7311306,11,31
257.8268877,21.4,52.46851021,93.426961,3.5760824,0.34747359,1.8676706,46.19826698,15,26
30.58103976,12.9,49.41128705,96.894032,0.52781161,0.20300446,1.2992286,54.25112772,14,28
189.6263246,11.2,49.74472195,97.171241,0.34037072,0.33577112,1.0579091,52.14097881,11,32
169.2720821,16.4,48.24158524,61.480737,30.285108,1.4720811,4.1753013,37.09051514,10,37
445.4342984,16.1,49.51170076,95.080155,0.82918741,0.55279159,2.0084761,50.32224751,6,26
191.2399753,14.4,48.61350077,82.19561,9.9457018,0.64129778,4.1807253,42.46759129,11,34
188.8601285,8.6,49.15059549,93.915874,1.2574814,0.8939907,2.3199927,39.00287199,12,33
182.6753094,18.1,50.10985096,91.051602,1.2350811,0.43940386,5.3441007,47.01602554,10,37
139.9906673,19.6,49.76303935,77.930111,13.532797,0.88274358,5.2066244,52.74964333,17,41
124.0458015,11.8,50.42860854,93.49727,0.83989957,1.1775912,2.8573902,40.10276413,12,35
240.6417112,12.4,49.30131517,83.384216,2.4542039,2.5364021,9.6582904,45.31096554,18,26
195.9183673,8.2,49.93211861,96.212935,0.86459452,0.44301534,1.4433727,41.17996359,11,28
306.8862275,14.1,49.20401665,96.007836,0.57555721,0.71638501,1.5429831,46.95878601,14,31
240.6417112,13.1,49.26454446,96.238565,0.5561654,0.43175998,1.4855471,47.42776489,5,29
322.8410008,10.6,49.55955848,84.399384,1.4633445,0.51055262,12.118434,47.13398361,10,34
149.1595433,7,49.62386792,62.969625,11.640883,5.8138695,17.839408,35.87149811,10,32
199.3980436,15,49.68832021,89.332795,4.4843115,1.3406705,2.7559055,38.7706213,13,27
155.2937258,15.6,48.80122219,68.512851,13.021637,2.7858252,13.11985,44.06697464,11,33
205.8197303,7.2,49.8895042,95.398176,0.64997529,0.74357176,1.8875282,36.54539967,12,27
129.969419,16.8,49.96071388,93.458861,0.52475026,0.35076889,4.624537,55.87570763,10,35
181.0470794,14.3,48.87771712,73.467499,11.574766,4.2882528,7.6080792,38.89721298,10,32
165.9070191,13,50.30270806,81.40732,2.114727,7.8341573,6.9266371,40.27078247,12,32
120.8053691,16.1,49.64752109,92.314804,0.71651451,0.32358719,5.1889516,52.95124054,15,33
254.9889135,12.6,49.36295054,95.423305,0.66219615,0.36881811,1.7518859,60.16699982,23,34
143.1127013,5.4,49.74850371,90.126717,1.9313721,3.019448,3.1731818,25.82723379,10,28
108.2543978,9.4,49.27793094,95.490348,0.57765525,0.45293421,1.6935801,40.75758839,8,31
112.528132,10.2,50.26581209,94.03289,0.63596163,0.12421126,4.0940031,52.35172272,11,37
104.7619048,14.6,49.94862337,79.009354,1.5544724,2.005006,15.92939,54.54545307,18,32
141.6160895,10,48.80197682,82.891959,7.8646898,1.0642468,5.5453308,45.15797424,12,37
159.9147122,14,49.40771876,96.037447,0.68016811,0.3477264,1.4252962,52.41674519,17,36
118.4538653,12.5,49.72093023,81.652713,0.64496123,0.3503876,16.446511,57.55742645,17,38
135.1351351,15.5,50.87137715,95.946205,0.50198901,0.20837281,1.4396666,65.48924065,14,30
306.8829461,12.7,50.38465019,91.356683,2.0394003,0.42839474,4.9446404,60.17991638,10,37
207.983898,10.8,49.6298524,95.014572,0.42566974,0.48581874,2.7946144,51.98107147,7,30
109.2896175,10.2,49.72764687,96.207231,0.64154295,0.44585215,1.3315042,49.26609898,8,34
353.1598513,12.7,49.66037173,94.96156,0.55982685,1.2838695,2.0900201,53.02614784,12,34
164.3406808,21.5,48.25480082,86.745894,6.9520444,1.3400481,2.563343,45.40118313,11,34
106.1985262,11,49.97768119,90.099847,0.63667335,0.64372136,7.8256786,49.06702232,12,30
142.9011124,13.3,49.42449893,74.575305,5.6742556,1.1101382,16.297919,53.97154617,13,34
184.9462366,18.5,49.38169827,95.452768,1.3797891,0.36013364,1.3450774,59.9802742,12,37
203.3633164,9.9,48.57484476,87.703937,5.3560637,1.1210964,3.3632893,40.09367371,14,35
151.2163051,11.8,49.91743624,95.033944,0.49538254,0.33025504,2.6236927,54.7191124,14,32
235.9641985,8.4,49.95161858,96.393383,0.30788176,1.0687896,1.1743491,55.16531467,11,37
187.4549387,14,50.00995421,91.668326,0.77642845,0.54748161,5.2956402,52.86085892,9,38
185.6763926,10.1,50.03886165,93.680495,2.0417314,0.53808442,1.6650723,49.03981209,11,29
188.7490748,19.2,47.86156273,84.908092,7.005278,0.91755642,4.399721,53.24011993,16,37
304.5947341,14,50.05311504,96.553773,0.2624508,0.3749297,1.4872211,53.20242691,12,38
120.2204041,4.7,48.8796859,83.386755,4.2601019,6.1620306,4.1074146,18.141469,8,26
166.4730933,7.1,49.19778392,92.171681,2.8107032,0.868358,2.4387369,39.86441994,13,38
140.3641882,10.5,49.97026022,95.365554,0.63940519,0.44857496,1.9975217,51.19477177,12,38
198.019802,5.3,50.0320342,83.761352,7.2223656,2.8717015,4.0267292,33.50593472,11,32
129.1989664,15.4,51.99602246,93.476415,2.6848419,0.39568269,1.9390523,54.43222141,16,30
184.6292405,15.9,48.54308817,85.010803,7.4776001,1.2262342,3.4553092,46.39629364,16,35
184.0490798,10.2,49.31843267,94.522625,0.68984549,0.5932671,2.6048565,49.50637436,14,37
117.0212766,16.1,49.84470994,87.887377,1.0541588,2.4030287,7.172814,54.58094215,14,31
133.3333333,8.8,49.7482769,91.462392,0.79112975,0.43152533,6.1072819,54.98402309,12,36
145.6953642,16.9,49.83625506,94.707185,0.47197072,0.39009824,3.2267384,60.88759422,19,35
166.5124884,14.9,48.11537506,92.663312,1.8939395,0.79172878,2.8874815,52.64667702,11,35
200,14.7,50.11408497,94.835395,0.80402736,0.31509181,2.5786825,58.02130699,17,40
204.0312629,8.7,49.35509682,88.748282,2.262122,3.4635942,3.6082573,39.0184164,10,31
130.4049417,17.2,50.63558748,92.451555,2.8675972,0.88087814,2.2360753,47.06650162,18,34
105.3709937,10.3,49.97983464,87.908351,0.99692475,1.5413894,8.0547996,49.14625454,13,34
273.8386308,7.3,50.80091533,94.032544,0.44749556,0.41952706,4.1469615,68.74641228,10,37
183.8381167,16.5,51.53672039,78.958613,11.249284,0.59541664,6.8404742,51.11885357,13,37
158.3920203,16.5,48.40414441,53.971112,23.37478,1.6025648,19.385192,46.40702629,13,36
197.0294028,11.8,49.54234913,95.508891,0.49268636,0.70727863,1.7079793,54.00926495,16,32
210.1400934,17.2,49.97801621,84.80882,8.3839215,0.59163384,4.1182958,51.02242565,17,39
170.3365772,19,48.19393089,54.800612,28.165334,3.5903506,10.643888,41.92738914,12,33
172.2980533,11.4,49.84431759,86.885917,0.63354089,0.61624288,10.422073,53.84089661,12,41
202.7027027,12.4,50.67045121,96.965843,0.29362827,0.38171674,1.0864246,54.62078667,9,43
117.2161172,16.4,53.79424748,88.570869,4.838755,0.44423202,3.3317402,55.85653973,10,37
122.3929062,24.3,49.71106135,83.404917,3.4747511,6.9869384,3.5019774,29.45819855,7,25
175.9324419,10.1,50.71715433,91.701871,0.96229073,0.80060503,4.9861785,51.55265141,15,25
191.9925076,11.3,49.65913629,95.935309,0.48348452,0.57904045,1.5887957,51.19807529,11,36
240.6738869,13.4,50.48176433,90.99279,0.74227392,0.48533296,6.387838,57.04047871,17,31
140.8102767,7.5,50.1241269,86.756289,0.88782292,0.51754606,10.538164,58.37246323,11,38
176.7676768,6.1,49.52087611,96.389461,0.53045857,0.32511977,1.4715948,55.4921217,6,36
277.0986145,16.2,49.86915696,94.945866,1.4161834,0.40022577,1.7702295,63.40977859,13,36
241.509434,16.2,50.00239866,95.931876,0.48932596,0.54209642,1.4631806,58.96116066,15,32
67.85411366,14.7,47.26177113,94.352216,2.5639512,0.1949548,1.6423466,54.31206512,8,30
190.8713693,14.1,53.56507172,93.927336,2.8216941,0.49733012,1.4448749,54.43260956,10,36
289.0792291,11.5,49.85495568,96.244961,0.51571312,0.65269945,1.4423852,54.9523716,19,38
121.6943599,10.2,49.48877908,82.824272,3.8987227,1.4151444,10.263335,41.46014595,11,34
136.4113326,10.1,49.9412686,95.798749,0.96319495,0.57948316,1.2920909,44.79451323,13,31
376.0282021,13.7,50.98243644,94.065285,0.90624746,0.23257679,3.2079559,57.58688068,9,31
158.4077985,12.4,52.51594801,91.595858,3.7004687,1.0058498,2.0884618,53.50261784,12,31
186.0712387,15.9,49.10063981,93.835258,0.69614905,0.33399058,3.5330571,55.91478443,14,36
161.4205004,11.6,49.53195667,95.428252,0.45577255,0.96062822,1.8616555,54.32342339,13,32
111.6427432,17.1,49.34885675,95.481008,0.97221388,0.37208186,1.7403828,59.06564617,12,30
192.8087546,15.6,49.12890527,95.062399,0.46486305,0.8836586,2.4541419,60.29912567,14,33
195.145169,11.2,49.66250308,92.162448,1.2221649,0.82524167,4.3751262,55.08353996,17,37
92.89980093,9.4,50.33699021,94.755745,0.75761303,0.36404782,2.9566586,55.55092239,8,35
151.2528849,15.7,48.68911368,72.244442,13.214487,2.5117166,8.9138053,42.2175045,10,33
275.9948652,14.1,49.86701548,94.087636,0.40985392,0.22672771,3.9372139,57.23238564,10,33
90.80590238,11,50.77198867,93.6535,0.67657433,0.59850807,3.6980283,48.47426128,8,30
151.0574018,13.1,54.33059449,91.667473,4.6544224,0.26099565,1.7931368,55.46466446,20,31
100.6036217,20.1,51.54427545,95.110571,1.1850331,0.39190073,1.9781655,62.51206398,22,34
58.59635105,20.6,51.11578468,75.425285,5.4079816,8.4678419,8.5015126,33.78753757,8,33
297.1216342,8.1,49.821523,94.62586,0.57509253,0.54204124,2.9283447,51.51459122,17,35
37.73584906,8.8,49.60920847,95.012081,0.82421489,0.48316042,1.8473782,55.91504574,19,25
130.5130513,17.3,48.45944721,83.5446,9.5566213,1.280847,2.7351996,42.41610909,11,34
244.4987775,15.2,49.68667227,96.492022,0.43284451,0.25195426,1.2985335,52.38706303,17,41
165.5202064,18.8,50.6630287,85.500902,7.1722575,2.0086417,2.721025,43.61755943,12,35
164.5618064,12.7,48.45907928,94.351023,0.7033248,0.55626598,2.6118927,53.82802868,13,35
148.9757914,10.4,49.44935254,95.727944,0.31465569,0.58090282,1.9605471,49.81292534,13,34
169.0087353,7.6,49.01945115,92.168397,1.5918935,2.6499592,1.9307302,38.01128674,14,35
111.7318436,13.1,49.81569624,96.761262,0.49386253,0.27913968,1.36349,58.04749393,15,41
256.4559216,16.3,48.43636253,87.939823,4.8531909,1.0358529,3.1333413,50.84522343,17,38
246.7866324,9.5,49.32283911,94.118273,0.68070623,0.6700702,3.1730838,47.95762491,11,34
124.9461439,8.7,49.76588074,88.990182,0.41851406,0.48066964,8.6727716,52.84210491,14,29
80.84074373,9.2,49.84152139,95.292598,0.42554438,0.56347949,2.1981569,47.34725285,15,37
280.5280528,9.1,49.68143848,95.879936,0.48138183,0.36811554,2.2228515,46.33431053,12,32
75.18796992,11.5,50.06858711,96.241426,0.32921811,0.71330592,1.4540466,45.37941408,14,30
212.0441052,9.5,50.74465009,90.015906,1.6700406,0.41208793,6.9548875,51.1373024,11,35
370.3703704,16.1,49.39294042,94.886225,0.70756613,0.64324192,2.1629009,46.3655777,15,37
183.7270341,10.2,48.54703959,96.403921,0.36324011,0.45405012,1.5982565,47.61786652,9,30
186.6801211,9.2,49.85960533,96.314639,0.59667733,0.37048592,1.501443,42.84265757,12,36
170.4723178,16,49.16243731,80.782127,9.476769,2.4416953,4.4506375,39.09434032,11,31
78.65757735,8,50.52759432,94.211644,1.1538753,0.51241177,2.7214758,37.61457968,9,36
194.3462898,8.2,49.4969335,94.985372,1.1624645,1.0582435,1.6715437,36.54127264,8,33
111.0340042,9.5,49.72876079,96.018678,0.4953064,0.60380208,1.6604558,44.44127035,9,33
69.98654105,13,50.79500855,58.634394,3.0290833,9.3891516,25.983697,51.89430237,9,34
172.2787784,9.4,49.91402435,96.492195,0.26136597,0.93541509,1.3893666,45.45277786,11,33
76.72634271,13.3,51.60325807,94.102484,2.330137,0.24744819,1.9486545,44.19036913,11,36
125.7334451,8.8,49.24084549,94.641262,1.1412127,0.51602661,2.5057061,43.11873341,10,34
363.9846743,11.6,49.24980665,95.14308,0.42536738,0.3557618,2.6295437,49.90890598,10,34
128.9398281,6.4,49.77183658,95.286411,0.60664625,0.66033178,2.0883663,42.04308605,5,35
143.2201432,11.4,48.93661922,90.367436,1.7937956,1.0317256,4.9311791,37.8827529,11,30
178.4266018,9.7,50.27824397,92.995316,1.0599771,0.59182053,3.9572477,42.70349455,14,35
105.973025,7.4,50.61016382,95.436311,0.61852224,0.33433635,2.7666332,50.8022666,9,30
87.33624454,14.4,50.64204606,82.16067,1.1036824,0.71102623,14.262974,51.12676144,12,37
77.61966365,12.1,49.18805008,93.1759,0.82434611,0.78095947,3.805628,40.88111067,12,35
331.4121037,9,50.60947824,95.784914,0.84301662,0.2449305,2.0391889,53.27720451,7,36
132.9465796,12.3,49.10787222,91.274345,2.8741563,0.63416311,3.1256717,47.85298538,12,33
103.4320639,15.8,51.0956988,64.972609,3.4852546,2.1331158,28.493997,57.19942284,12,33
83.09203072,5.9,49.34131737,84.997785,2.265469,4.98004,6.1477046,22.05605745,8,29
313.4796238,12.3,49.48430742,96.517688,0.19962294,0.32161472,1.6857048,49.40987206,13,26
69.93006993,19.6,49.93662864,92.420787,1.8757921,0.63371356,3.1812422,48.38843155,18,40
177.4785802,8.5,50.44818091,96.314955,0.88464469,0.33393872,1.5642393,51.08547974,9,33
96.29000283,15.4,48.65092749,87.130153,5.9047472,1.0041392,3.0762941,41.41966629,13,37
111.3063855,8,49.67644144,95.627588,0.45473096,0.79286424,2.0462893,30.28710365,12,28
128.1205841,11.7,49.41768022,90.645713,3.3999629,1.3215768,2.5171908,40.0160346,7,34
237.388724,12.1,50.21074246,86.923158,1.1888037,0.67005297,9.769804,42.17109394,7,40
135.2313167,12.4,50.4069176,93.504578,1.3682604,1.1648016,2.4771109,47.89397335,13,34
265.4176425,15.7,49.44483218,90.749317,2.677495,1.3958505,3.6736246,45.31810856,9,41
187.8453039,12.8,50.36546819,84.492296,0.66179377,0.51363097,12.919794,44.83684063,16,45
107.0663812,9.5,49.87844988,94.365793,0.7007007,0.37180036,3.060203,41.49959898,10,33
108.0246914,8.9,49.32635564,94.187731,0.44538472,0.48992317,3.2067697,46.27220869,19,41
155.9633028,6.1,49.34980494,96.879065,0.46326397,0.32509754,1.3328998,37.01900721,9,31
241.8506835,11.1,49.90671642,94.524252,0.55970149,0.36380596,2.9850746,45.82006359,8,34
161.6161616,9.7,49.83279829,88.476455,1.1503478,2.3542002,6.2600322,39.09952593,12,33
203.7351443,8.1,50.08401792,92.830473,0.84017925,0.54144883,4.6116505,42.99661732,6,34
178.5714286,7.9,50.19563671,91.723973,1.4820963,0.89518614,4.4640739,42.27889824,13,42
367.2903673,10.1,49.98584972,95.974249,0.40328288,0.33960661,1.8112354,45.6790123,15,40
108.7394281,10.8,51.57223302,87.915486,2.6461355,2.5115862,4.9633726,43.43559933,7,35
239.0998594,11.9,49.87482312,96.440625,0.56601721,0.33743333,1.610972,49.07643414,8,32
183.1129196,11.7,49.26154813,92.793548,0.59704618,0.46087778,4.8601653,44.21728277,7,30
402.8776978,10.5,49.9196024,95.205379,0.42391461,0.59932759,2.4557814,45.60817909,8,30
184.6965699,8.2,49.84821263,94.622391,0.59475871,0.48943684,3.0915061,43.32210112,10,32
163.0129286,12.4,49.90736929,95.342731,0.61753807,0.3550844,1.6107451,49.42444611,7,31
184.8622253,9.8,51.13737314,93.197298,2.2101382,0.67030983,2.4578027,47.45456505,14,36
194.3634597,14.2,55.09493499,80.621296,2.4536205,11.903596,3.139111,34.76092672,8,28
42.16381089,17.8,49.59077086,77.966416,7.0269734,6.7579001,5.7986248,21.33293676,6,26
185.6148492,10.1,51.65349017,93.270344,2.7043965,0.91592753,2.1162746,47.21635628,8,38
316.0556258,10.4,50.86552567,96.117359,0.61613694,0.29339853,1.8777506,47.47799492,7,37
205.7877814,9.8,50.35551382,94.338608,1.0330024,0.60370271,2.8575262,43.49643612,9,36
83.94543547,15.2,50.39201292,90.668035,3.0480105,0.64895023,3.6147408,47.87791395,13,40
147.5281508,9.5,49.25257515,85.535771,5.7200022,2.561651,3.3517919,32.54358768,9,34
224.5088868,11.1,51.03411228,77.804637,0.89533534,3.7962217,16.169755,53.58994389,9,37
121.7391304,11.9,50.96587623,96.090227,0.34702141,0.30075188,2.2093697,49.1940918,18,32
198.5702939,4.9,50.7493015,95.385659,0.32173397,0.34713403,2.6246719,46.50308228,16,39
82.30452675,6.7,49.93538064,94.898146,0.52926335,0.7631239,2.3386054,42.32380342,12,37
195.1779564,14.4,50.65,92.786366,1.6681818,1.5954545,2.4045454,47.40363884,12,33
173.2399558,9.7,50.00449008,94.387406,0.83814766,1.3859371,1.9965876,40.82347775,11,34
141.8616227,10.9,50.60153573,69.963235,1.9959481,3.7392762,22.448163,50.35287285,12,35
117.0960187,8.6,50.32198101,93.925512,0.65060081,0.40496583,3.3127531,41.28982449,7,33
287.6318313,9,49.84388305,96.678966,0.60554449,0.42577349,1.4097833,46.62720108,8,32
293.5779817,15.7,48.79594423,94.354188,0.57610325,0.29957369,2.2237586,46.03999329,15,38
253.7313433,11.7,49.52503209,94.890887,0.66752248,0.39794608,2.7984595,51.36846161,13,34
196.5923984,16.1,48.74537639,93.322003,0.52984105,0.34989503,4.1687492,44.760952,14,26
209.8489088,10.3,49.97088215,76.435512,2.5204407,1.0482425,18.318619,46.29998207,8,37
333.5431089,9.7,50.05057803,92.080927,0.94653182,0.83092488,5.1083814,47.76571274,9,29
130.7189542,12,51.02649007,88.294703,0.49668876,0.99337753,8.5264899,48.14117527,7,32
95.72901325,11.6,52.79690472,90.760052,2.6624696,0.92465077,3.5805628,44.9483614,16,44
98.88751545,6.6,49.82640833,92.854744,1.7247172,0.8623586,3.1358495,36.51749468,13,32
152.1025947,9,49.93026499,91.18948,0.8647141,0.66547119,5.6545127,40.75505495,10,32
165.7458564,12.3,49.76261128,92.818993,0.90504447,0.47477745,3.8872402,47.20114899,10,38
98.79756139,11.1,49.31096625,77.185738,6.874533,5.0323889,8.5268185,32.94291115,8,32
114.8730351,11.1,49.21257738,87.451488,1.6283022,0.86493539,7.8464285,43.21339321,12,41
199.3355482,10,48.45713675,91.106474,1.5455372,2.0108027,3.4279909,43.99567747,9,31
191.7808219,10.1,49.39613527,94.847023,0.78502418,0.5032206,2.7777778,44.13813066,9,33
134.7449471,10.6,49.29519498,94.670236,0.2983846,0.40127584,3.2822307,44.11467886,9,31
107.7250177,12.1,49.03770133,79.650629,7.4865967,2.991638,6.8552598,36.79058743,11,33
252.3659306,8.7,49.4472275,94.282258,0.80324756,0.5182242,3.0143375,42.90918064,13,35
101.2658228,6.8,50.34518319,86.427569,0.61015785,0.89088771,11.106019,39.93244839,7,29
38.71128871,21.5,52.21650273,83.341318,2.7419601,8.5225016,3.5533357,20.27867484,6,26
313.2118451,12.1,50.11239943,80.158544,0.81045907,0.46142926,10.293422,48.76075745,9,35
165.4411765,10.4,50.73493781,89.888549,0.35535456,0.40381197,8.1731543,48.30011749,12,32
185.0048685,14.3,48.4747957,93.761629,1.1489603,0.76867063,3.1555951,45.28972721,18,41
241.7582418,13.1,51.46723647,95.911682,0.2991453,0.55555557,1.6951567,49.72100353,3,33
287.2646026,15.5,49.81962789,81.451499,3.7182219,1.3463996,10.930265,46.79553986,16,32
89.23884514,6.9,49.30468505,93.953699,0.85788155,0.66397679,2.9516609,35.42141628,10,34
