timestamp,speed,speed_deviation,area,area_deviation,frames,seconds,direction,max_dba
2024-02-02 12:30:12.138,11,1,83076,33166,19,1.97,LTR,78.4
2024-02-02 12:30:53.070,42,1,28084,3673,7,0.69,RTL,82.69
2024-02-02 12:31:00.244,59,1,22231,473,4,0.44,RTL,86.57
2024-02-02 12:31:33.455,54,1,59271,1611,4,0.40,LTR,92.03
2024-02-02 12:31:36.962,55,1,71413,3751,4,0.41,LTR,87.87
2024-02-02 12:31:55.622,49,1,36859,3154,5,0.50,RTL,89.08
2024-02-02 12:32:39.332,57,1,78223,8981,4,0.40,LTR,93.55
2024-02-02 12:33:09.843,49,1,32139,3661,6,0.60,RTL,87.33
2024-02-02 12:33:33.811,46,0,59918,3708,4,0.40,LTR,87.32
2024-02-02 12:33:55.476,47,1,64396,2771,4,0.42,LTR,86.8
2024-02-02 12:34:31.366,47,1,25017,1044,6,0.60,RTL,85.54
2024-02-02 12:34:38.913,47,0,72508,19874,4,0.40,LTR,90.96
2024-02-02 12:34:42.933,50,2,25593,2348,6,0.62,RTL,85.02
2024-02-02 12:35:13.201,53,1,53315,683,4,0.40,LTR,87.88
2024-02-02 12:35:20.071,56,0,67782,2442,4,0.40,LTR,86.57
2024-02-02 12:36:12.576,37,1,58549,21704,8,0.80,RTL,86.57
2024-02-02 12:36:15.773,54,1,33166,1974,5,0.52,RTL,84.02
2024-02-02 12:36:34.920,46,1,63927,20309,6,0.60,RTL,86.82
2024-02-02 12:36:48.460,53,0,62760,5352,4,0.40,LTR,86.31
2024-02-02 12:37:08.353,49,1,28181,2318,6,0.60,RTL,87.31
2024-02-02 12:37:39.242,34,2,37703,9589,8,0.80,RTL,81.7
2024-02-02 12:38:23.999,51,2,33058,4724,6,0.60,RTL,86.05
2024-02-02 12:38:26.073,55,1,30844,1236,5,0.52,RTL,87.06
2024-02-02 12:38:31.124,47,0,60990,5529,4,0.45,LTR,86.05
2024-02-02 12:38:40.795,54,0,60338,1780,4,0.40,LTR,87.57
2024-02-02 12:38:47.015,44,1,34612,2550,6,0.62,RTL,81.94
2024-02-02 12:39:07.112,37,1,52562,14103,7,0.73,RTL,86.3
2024-02-02 12:39:14.933,45,0,54881,2249,4,0.40,LTR,83.2
2024-02-02 12:39:59.340,45,2,43418,9994,6,0.63,RTL,85.53
2024-02-02 12:40:14.886,46,1,25139,1717,6,0.60,RTL,85.02
2024-02-02 12:40:23.958,41,1,38802,8900,6,0.72,RTL,86.04
2024-02-02 12:40:33.254,49,0,68188,148,4,0.43,LTR,87.05
2024-02-02 12:40:47.969,43,1,40758,6883,6,0.60,RTL,83.46
2024-02-02 12:41:37.425,39,0,78327,19656,5,0.50,LTR,93.55
2024-02-02 12:42:02.967,48,1,70809,5478,4,0.40,LTR,87.32
2024-02-02 12:42:07.339,49,0,73115,2415,4,0.40,LTR,90.95
2024-02-02 12:42:09.965,51,1,53872,1052,4,0.44,LTR,89.96
2024-02-02 12:42:11.641,46,1,30044,2797,6,0.63,RTL,90.2
2024-02-02 12:42:14.691,44,1,30012,2001,5,0.60,RTL,86.55
2024-02-02 12:42:17.737,52,1,32901,375,4,0.47,RTL,89.13
2024-02-02 12:43:02.893,47,1,36412,1411,6,0.62,RTL,86.56
2024-02-02 12:43:36.680,52,1,50959,12656,6,0.62,RTL,89.12
2024-02-02 12:43:53.100,48,1,27034,2872,6,0.60,RTL,84.02
2024-02-02 12:44:03.073,54,1,27602,1187,5,0.60,RTL,86.82
2024-02-02 12:44:19.566,67,2,50693,6597,5,0.50,RTL,89.63
2024-02-02 12:44:41.085,46,1,32262,2172,6,0.60,RTL,84.52
2024-02-02 12:44:57.928,47,0,58814,6299,5,0.50,LTR,86.82
2024-02-02 12:46:10.747,50,1,41655,6565,5,0.50,RTL,90.2
2024-02-02 12:46:38.762,51,1,44620,2326,5,0.52,RTL,91.72
2024-02-02 12:47:02.678,45,1,65912,1496,4,0.40,LTR,86.04
2024-02-02 12:47:04.830,42,0,50992,6437,5,0.50,LTR,84.27
2024-02-02 12:47:23.922,52,1,21374,1251,6,0.60,RTL,86.72
2024-02-02 12:47:46.134,46,1,31182,4372,6,0.62,RTL,85.3
2024-02-02 12:47:50.362,51,1,26769,1530,5,0.50,RTL,84.75
2024-02-02 12:47:57.483,47,2,58313,7724,5,0.60,RTL,85.02
2024-02-02 12:48:22.223,50,1,36345,1082,5,0.50,RTL,84.53
2024-02-02 12:48:31.871,55,1,30515,1340,5,0.58,RTL,86.79
2024-02-02 12:48:46.713,51,2,30670,1809,6,0.62,RTL,87.06
2024-02-02 12:50:10.204,43,2,37176,1508,6,0.60,RTL,85.02
2024-02-02 12:50:35.024,50,1,24829,1934,6,0.60,RTL,84.0
2024-02-02 12:50:42.717,57,1,34446,604,5,0.50,RTL,88.63
2024-02-02 12:51:00.314,51,1,60122,2458,4,0.43,LTR,87.57
2024-02-02 12:51:24.603,50,0,71616,5556,4,0.40,LTR,88.62
2024-02-02 12:51:38.897,60,0,63716,5252,4,0.40,LTR,89.94
2024-02-02 12:51:41.498,52,1,27632,2198,6,0.60,RTL,86.8
2024-02-02 12:51:54.014,53,0,60657,5007,4,0.40,LTR,89.38
2024-02-02 12:52:28.927,51,2,72765,9015,4,0.43,LTR,90.47
2024-02-02 12:52:31.754,41,1,62697,1716,5,0.50,LTR,82.45
2024-02-02 12:52:54.916,52,0,56946,3548,4,0.40,LTR,88.12
2024-02-02 12:53:03.588,55,0,80769,7935,4,0.42,LTR,91.72
2024-02-02 12:53:13.087,42,1,23250,3344,7,0.70,RTL,84.0
2024-02-02 12:55:00.047,43,1,29593,967,6,0.60,RTL,83.21
2024-02-02 12:55:03.398,54,1,54340,196,4,0.41,LTR,88.38
2024-02-02 12:55:17.664,54,0,76414,126,4,0.40,LTR,87.05
2024-02-02 12:55:31.156,53,2,57488,562,4,0.40,LTR,87.32
2024-02-02 12:55:35.430,54,1,64824,6624,4,0.40,LTR,88.85
2024-02-02 12:55:47.650,50,1,30421,1659,6,0.60,RTL,86.04
2024-02-02 12:56:35.332,50,0,79988,10828,4,0.40,LTR,88.1
2024-02-02 12:56:40.180,51,0,69568,9808,4,0.40,LTR,89.39
2024-02-02 12:56:47.758,54,1,30541,614,5,0.58,RTL,89.12
2024-02-02 12:56:53.755,19,1,41954,19864,13,1.33,RTL,73.52
2024-02-02 12:57:00.822,48,2,34824,1549,5,0.57,RTL,85.28
2024-02-02 12:57:13.043,31,0,73183,20689,6,0.60,LTR,86.57
2024-02-02 12:57:14.971,30,0,70755,12239,6,0.60,LTR,85.53
2024-02-02 12:57:19.115,38,0,73112,8767,5,0.50,LTR,89.38
2024-02-02 12:57:46.482,49,0,69462,3578,4,0.40,LTR,86.3
2024-02-02 12:57:49.433,46,0,70275,2457,4,0.40,LTR,87.85
2024-02-02 12:57:58.229,48,2,32139,1363,5,0.60,RTL,85.5
2024-02-02 12:58:30.666,42,1,30861,2251,6,0.67,RTL,84.28
2024-02-02 12:58:33.943,41,1,26657,3105,7,0.70,RTL,82.7
2024-02-02 12:59:23.624,49,0,73175,2475,4,0.40,LTR,87.03
2024-02-02 12:59:56.805,57,0,73448,2872,4,0.40,LTR,86.56
2024-02-02 13:00:23.021,48,0,51496,632,4,0.40,LTR,85.8
2024-02-02 13:00:44.442,53,1,71788,6268,4,0.41,LTR,90.94
2024-02-02 13:01:50.312,45,1,21602,3205,7,0.70,RTL,83.47
2024-02-02 13:02:58.786,45,1,27214,583,6,0.60,RTL,84.77
2024-02-02 13:03:03.064,43,1,47785,14785,6,0.63,RTL,86.8
2024-02-02 13:03:46.319,45,1,39082,7046,6,0.62,RTL,89.39
2024-02-02 13:04:05.760,56,1,69196,10884,4,0.42,LTR,89.37
2024-02-02 13:04:11.383,44,1,61084,21611,6,0.60,RTL,89.95
2024-02-02 13:04:20.838,49,1,41882,5838,5,0.58,RTL,84.77
2024-02-02 13:04:25.253,47,1,28172,1479,6,0.60,RTL,84.26
2024-02-02 13:04:40.349,60,1,47806,8013,5,0.50,RTL,90.45
2024-02-02 13:04:46.820,53,2,28942,1887,6,0.60,RTL,86.3
2024-02-02 13:04:58.665,57,1,77723,901,4,0.41,LTR,91.47
2024-02-02 13:05:35.903,55,1,30966,1723,5,0.50,RTL,88.38
2024-02-02 13:06:04.921,40,1,34144,4918,7,0.71,RTL,83.47
2024-02-02 13:06:27.733,55,1,39189,2731,5,0.57,RTL,86.56
2024-02-02 13:06:40.601,57,1,66677,5941,4,0.40,LTR,91.48
2024-02-02 13:06:56.920,44,1,24795,5099,7,0.70,RTL,84.29
2024-02-02 13:07:09.241,62,2,38809,5131,5,0.50,RTL,91.48
2024-02-02 13:07:40.078,55,1,75912,2104,4,0.40,LTR,98.64
2024-02-02 13:08:21.718,40,1,53396,17700,8,0.80,RTL,81.69
2024-02-02 13:08:39.509,56,1,28760,1399,5,0.50,RTL,89.14
2024-02-02 13:08:53.178,45,1,32298,1988,6,0.60,RTL,85.02
2024-02-02 13:08:54.353,51,0,31404,3354,5,0.52,RTL,81.69
2024-02-02 13:09:07.795,45,0,90432,7804,4,0.42,LTR,95.58
2024-02-02 13:09:20.245,49,1,21145,5028,6,0.63,RTL,87.31
2024-02-02 13:09:47.808,50,1,58138,2354,4,0.40,LTR,87.74
2024-02-02 13:09:51.734,50,0,60404,4108,4,0.41,LTR,87.56
2024-02-02 13:10:17.569,44,1,84364,12972,4,0.40,LTR,88.12
2024-02-02 13:10:28.068,54,0,60117,1707,4,0.43,LTR,86.8
2024-02-02 13:11:54.782,45,0,70623,1947,4,0.40,LTR,85.54
2024-02-02 13:11:56.158,46,2,65946,2262,4,0.42,LTR,86.8
2024-02-02 13:13:11.427,48,1,58089,16673,6,0.60,RTL,87.06
2024-02-02 13:14:18.952,52,2,34020,4228,6,0.60,RTL,86.32
2024-02-02 13:14:44.942,47,0,58547,4341,5,0.50,LTR,88.12
2024-02-02 13:14:46.396,48,0,76204,3172,4,0.40,LTR,88.62
2024-02-02 13:14:47.646,48,0,70391,505,4,0.40,LTR,87.58
2024-02-02 13:15:19.679,43,1,62752,22080,7,0.72,RTL,91.73
2024-02-02 13:15:38.547,50,0,86582,13276,4,0.40,LTR,88.88
2024-02-02 13:15:58.043,37,1,27137,4187,8,0.80,RTL,80.21
2024-02-02 13:16:00.290,33,1,27170,5521,9,0.90,RTL,81.7
2024-02-02 13:16:11.587,50,1,52679,4832,5,0.52,RTL,89.38
2024-02-02 13:16:31.652,47,1,24193,2523,6,0.60,RTL,84.03
2024-02-02 13:17:19.337,45,1,52138,6244,5,0.50,LTR,84.26
2024-02-02 13:17:21.234,46,1,62885,7377,5,0.52,LTR,84.27
2024-02-02 13:17:32.658,44,1,26056,4538,7,0.75,RTL,83.48
2024-02-02 13:17:38.806,50,2,19246,1401,6,0.60,RTL,86.57
2024-02-02 13:18:13.341,44,2,27668,1025,6,0.60,RTL,85.55
2024-02-02 13:18:14.940,59,0,73602,1740,4,0.40,LTR,89.13
2024-02-02 13:18:44.829,52,0,93188,9558,4,0.39,LTR,89.93
2024-02-02 13:18:49.359,47,1,27237,3554,7,0.70,RTL,87.58
2024-02-02 13:18:55.103,55,1,53281,31,4,0.40,LTR,92.0
2024-02-02 13:19:40.085,51,1,29569,1524,5,0.50,RTL,85.78
2024-02-02 13:20:27.418,53,1,59796,2667,4,0.40,LTR,87.57
2024-02-02 13:20:29.671,56,1,27098,2845,5,0.50,RTL,86.55
2024-02-02 13:20:41.666,49,1,29563,2238,5,0.63,RTL,82.47
2024-02-02 13:20:57.407,53,2,61428,3760,4,0.40,LTR,88.63
2024-02-02 13:21:04.455,47,1,26070,1844,6,0.62,RTL,88.37
2024-02-02 13:21:30.419,39,1,30943,5916,7,0.72,RTL,86.05
2024-02-02 13:21:32.894,49,1,24244,1597,6,0.60,RTL,84.28
2024-02-02 13:22:11.505,51,1,76714,14244,4,0.40,LTR,89.96
2024-02-02 13:22:15.578,47,1,25758,2408,6,0.59,RTL,85.79
2024-02-02 13:22:32.452,48,1,28335,3597,6,0.60,RTL,90.72
2024-02-02 13:22:52.692,54,0,53696,3074,4,0.40,LTR,88.62
2024-02-02 13:22:58.290,47,1,53025,10221,6,0.60,RTL,84.0
2024-02-02 13:23:05.737,47,1,27940,1340,5,0.62,RTL,86.55
2024-02-02 13:23:37.548,50,1,73608,14538,4,0.39,LTR,87.58
2024-02-02 13:24:18.463,49,1,65540,2884,4,0.40,LTR,89.39
2024-02-02 13:24:23.908,51,0,77412,2244,4,0.40,LTR,89.37
2024-02-02 13:24:27.430,47,0,61394,5226,5,0.50,LTR,88.88
2024-02-02 13:24:46.798,55,1,63224,1184,4,0.40,LTR,86.78
2024-02-02 13:25:06.195,37,1,49434,9795,8,0.80,RTL,82.2
2024-02-02 13:25:36.736,51,1,58984,88,4,0.41,LTR,87.56
2024-02-02 13:26:07.218,42,1,27868,3359,7,0.69,RTL,82.94
2024-02-02 13:26:08.544,54,0,65932,620,4,0.40,LTR,86.3
2024-02-02 13:26:15.840,64,2,46884,2766,4,0.45,RTL,93.28
2024-02-02 13:26:38.434,47,1,41673,4346,6,0.60,RTL,85.27
2024-02-02 13:26:44.607,47,2,28602,913,6,0.60,RTL,86.57
2024-02-02 13:27:22.140,53,1,59630,6780,4,0.40,LTR,87.05
2024-02-02 13:27:46.288,50,1,57116,4370,4,0.41,LTR,88.86
2024-02-02 13:28:29.118,52,2,32591,3109,6,0.60,RTL,86.8
2024-02-02 13:28:31.540,53,0,70682,5112,4,0.40,LTR,89.39
2024-02-02 13:28:56.058,39,0,55757,7638,6,0.60,LTR,82.27
2024-02-02 13:29:04.305,37,1,60587,17278,7,0.73,RTL,83.47
2024-02-02 13:29:53.366,55,1,78964,19498,4,0.41,LTR,94.58
2024-02-02 13:29:57.233,48,2,43182,4804,6,0.60,RTL,88.85
2024-02-02 13:30:21.499,47,2,35362,1151,5,0.55,RTL,86.56
2024-02-02 13:30:34.722,56,1,61770,1305,4,0.40,LTR,88.71
2024-02-02 13:30:36.271,53,0,61336,1160,4,0.42,LTR,86.55
2024-02-02 13:30:49.489,51,2,23550,879,6,0.62,RTL,85.37
2024-02-02 13:31:19.557,52,1,26586,2828,6,0.60,RTL,85.02
2024-02-02 13:31:29.126,49,2,30515,2071,5,0.58,RTL,86.33
2024-02-02 13:31:31.772,53,1,37015,2062,5,0.50,RTL,88.64
2024-02-02 13:31:39.595,43,1,28524,864,6,0.67,RTL,88.11
2024-02-02 13:31:48.421,39,1,56132,15735,5,0.67,RTL,91.47
2024-02-02 13:32:19.205,45,1,32689,3867,6,0.60,RTL,85.54
2024-02-02 13:32:32.200,52,1,28814,4072,6,0.60,RTL,86.57
2024-02-02 13:32:39.002,46,1,25021,5187,6,0.63,RTL,83.75
2024-02-02 13:33:41.676,44,1,26838,1987,6,0.63,RTL,86.07
2024-02-02 13:33:52.773,53,0,51588,668,4,0.40,LTR,86.8
2024-02-02 13:34:33.379,55,1,72800,3238,4,0.42,LTR,85.55
2024-02-02 13:34:36.403,48,2,63651,15709,6,0.60,RTL,89.62
2024-02-02 13:35:14.998,48,1,39669,5788,6,0.61,RTL,85.53
2024-02-02 13:35:22.365,47,1,23874,1089,6,0.60,RTL,85.27
2024-02-02 13:35:35.936,50,1,71890,1190,4,0.40,LTR,89.38
2024-02-02 13:35:57.675,47,1,25742,1332,5,0.52,RTL,86.55
2024-02-02 13:36:09.169,38,1,29306,3759,7,0.72,RTL,81.94
2024-02-02 13:36:14.573,34,1,21266,3026,9,0.90,RTL,82.47
2024-02-02 13:36:16.645,46,1,28127,1712,6,0.62,RTL,85.8
2024-02-02 13:36:20.466,40,1,28554,2890,7,0.72,RTL,84.76
2024-02-02 13:36:25.566,42,1,26694,1098,5,0.62,RTL,85.04
2024-02-02 13:36:27.857,45,1,42933,5000,5,0.62,RTL,86.57
2024-02-02 13:36:29.740,47,1,60057,16638,5,0.63,RTL,90.2
2024-02-02 13:36:32.113,47,1,47449,18357,7,0.70,RTL,88.12
2024-02-02 13:36:44.906,49,2,38710,6307,6,0.72,RTL,86.03
2024-02-02 13:37:09.324,47,1,27584,1044,6,0.60,RTL,84.27
2024-02-02 13:37:40.211,53,1,62164,4028,4,0.40,LTR,89.63
2024-02-02 13:37:41.759,49,0,73562,2806,4,0.40,LTR,87.3
2024-02-02 13:38:03.226,48,1,35993,7653,6,0.59,RTL,88.73
2024-02-02 13:38:05.430,49,1,30084,3013,6,0.60,RTL,87.55
2024-02-02 13:38:11.953,50,1,29085,2170,5,0.55,RTL,85.53
2024-02-02 13:39:14.200,48,0,66180,1680,4,0.40,LTR,85.02
2024-02-02 13:39:55.984,49,1,36607,6864,6,0.60,RTL,86.79
2024-02-02 13:40:13.555,48,0,68765,2466,4,0.40,LTR,88.13
2024-02-02 13:40:24.374,33,1,71851,15687,6,0.60,LTR,89.95
2024-02-02 13:40:46.671,46,0,57646,3110,4,0.41,LTR,87.06
2024-02-02 13:40:48.439,48,1,30264,2842,6,0.64,RTL,87.57
2024-02-02 13:41:09.231,57,1,69634,1178,4,0.40,LTR,90.45
2024-02-02 13:41:22.676,41,1,58193,21024,7,0.72,RTL,90.45
2024-02-02 13:41:32.925,43,1,28672,2511,6,0.68,RTL,81.93
2024-02-02 13:41:34.300,48,0,67164,2220,4,0.40,LTR,86.32
2024-02-02 13:42:04.040,44,1,32256,4838,7,0.70,RTL,84.54
2024-02-02 13:42:16.331,52,1,41667,4233,5,0.50,RTL,89.39
2024-02-02 13:43:04.567,40,1,29900,1936,7,0.70,RTL,81.69
2024-02-02 13:43:21.456,50,1,39381,6464,6,0.59,RTL,85.26
2024-02-02 13:43:46.597,45,1,33826,7419,7,0.69,RTL,90.45
2024-02-02 13:44:01.122,49,0,67243,3449,4,0.40,LTR,88.86
2024-02-02 13:44:04.615,52,0,61764,298,4,0.42,LTR,87.08
2024-02-02 13:44:35.079,45,1,44050,5115,6,0.60,RTL,85.54
2024-02-02 13:44:41.276,37,0,58871,18182,7,0.72,RTL,87.57
2024-02-02 13:44:50.999,39,1,58920,21905,7,0.82,RTL,89.71
2024-02-02 13:45:05.343,57,2,26665,974,5,0.50,RTL,87.3
2024-02-02 13:45:15.817,45,1,34800,1900,5,0.62,RTL,87.04
2024-02-02 13:45:38.757,46,1,71594,9460,4,0.40,LTR,88.36
2024-02-02 13:45:40.304,52,0,67678,2602,4,0.40,LTR,84.76
2024-02-02 13:45:46.477,45,1,43206,6376,6,0.60,RTL,82.97
2024-02-02 13:45:54.124,50,1,28987,894,5,0.55,RTL,85.27
2024-02-02 13:46:21.689,45,1,51728,17714,6,0.60,RTL,87.06
2024-02-02 13:46:34.413,49,1,58900,2444,4,0.40,LTR,86.8
2024-02-02 13:46:58.600,50,1,26285,2601,6,0.60,RTL,86.31
2024-02-02 13:48:21.644,59,2,29962,1568,5,0.52,RTL,88.12
2024-02-02 13:48:34.289,46,1,78134,12978,4,0.42,LTR,91.2
2024-02-02 13:48:39.040,53,2,27024,1754,5,0.55,RTL,87.86
2024-02-02 13:49:09.859,42,1,35382,6252,7,0.71,RTL,87.58
2024-02-02 13:49:29.446,42,1,43116,10556,7,0.70,RTL,82.21
2024-02-02 13:50:25.701,52,1,29361,1120,5,0.50,RTL,87.06
2024-02-02 13:50:32.270,49,1,25096,2613,6,0.60,RTL,85.27
2024-02-02 13:50:51.236,53,1,68798,7624,4,0.39,LTR,89.38
2024-02-02 13:50:56.458,43,1,85486,13886,4,0.40,LTR,97.13
2024-02-02 13:50:59.984,47,0,62548,4015,5,0.50,LTR,88.63
2024-02-02 13:51:01.234,45,1,30131,1319,5,0.55,RTL,87.31
2024-02-02 13:51:21.178,56,0,58970,4450,4,0.40,LTR,90.46
2024-02-02 13:51:50.414,58,2,30488,812,5,0.52,RTL,86.55
2024-02-02 13:52:30.945,50,2,33893,1369,5,0.50,RTL,84.55
2024-02-02 13:53:01.357,51,2,66848,1660,4,0.40,LTR,91.22
2024-02-02 13:53:07.405,59,1,58549,7979,4,0.39,LTR,89.65
2024-02-02 13:53:38.723,53,0,82398,3622,4,0.41,LTR,89.13
2024-02-02 13:53:55.461,47,1,69211,18337,4,0.42,LTR,88.12
2024-02-02 13:54:44.395,37,0,22139,1592,8,0.80,RTL,85.54
2024-02-02 13:54:54.389,52,0,89907,12579,4,0.47,LTR,90.2
2024-02-02 13:54:57.192,49,1,29260,2126,6,0.65,RTL,87.05
2024-02-02 13:55:12.729,47,2,38325,9288,6,0.60,RTL,86.04
2024-02-02 13:56:37.375,45,1,20933,2063,7,0.70,RTL,84.02
2024-02-02 13:57:50.273,47,0,69220,4804,4,0.43,LTR,86.57
2024-02-02 13:57:53.515,44,2,27429,1441,6,0.59,RTL,84.52
2024-02-02 13:57:56.164,51,0,60876,810,4,0.40,LTR,90.48
2024-02-02 13:58:09.984,55,0,60318,54,4,0.40,LTR,88.13
2024-02-02 13:58:13.037,49,0,61704,9226,4,0.40,LTR,90.97
2024-02-02 13:58:26.931,53,1,47126,11389,6,0.60,RTL,87.89
2024-02-02 13:58:39.400,51,1,32784,1306,5,0.60,RTL,88.13
2024-02-02 13:59:06.036,41,1,29042,2953,7,0.72,RTL,83.78
2024-02-02 13:59:07.964,39,1,59929,17766,7,0.70,RTL,90.48
2024-02-02 13:59:09.613,54,1,58048,2848,4,0.40,LTR,87.59
2024-02-02 13:59:32.829,49,0,61181,3347,4,0.40,LTR,87.32
2024-02-02 13:59:39.376,56,1,27819,532,5,0.55,RTL,86.06
2024-02-02 13:59:47.200,53,2,24688,588,4,0.50,RTL,87.58
2024-02-02 14:00:16.983,51,1,41874,6137,6,0.60,RTL,85.55
2024-02-02 14:00:18.758,49,0,75972,636,4,0.40,LTR,89.4
2024-02-02 14:00:24.835,51,1,64560,4080,4,0.40,LTR,89.13
2024-02-02 14:00:45.522,49,1,40429,5619,6,0.60,RTL,88.63
2024-02-02 14:01:07.018,43,1,41480,6321,6,0.60,RTL,82.95
2024-02-02 14:01:53.470,52,1,24705,592,5,0.52,RTL,87.05
2024-02-02 14:02:15.263,51,1,58470,8330,4,0.43,LTR,87.57
2024-02-02 14:02:52.256,44,1,36044,7214,7,0.71,RTL,85.03
2024-02-02 14:02:54.871,53,0,63156,2552,4,0.42,LTR,89.38
2024-02-02 14:03:19.812,43,0,64138,4716,4,0.40,LTR,86.04
2024-02-02 14:03:21.336,41,1,66128,338,4,0.40,LTR,86.8
2024-02-02 14:03:22.560,39,0,53748,689,5,0.50,LTR,87.03
2024-02-02 14:04:06.044,53,1,39599,3201,5,0.50,RTL,89.13
2024-02-02 14:04:37.234,48,0,63778,2688,4,0.42,LTR,86.65
2024-02-02 14:04:38.784,50,1,72775,5875,4,0.40,LTR,88.64
2024-02-02 14:05:34.539,50,1,30145,1608,6,0.60,RTL,83.77
2024-02-02 14:05:41.284,50,1,30309,1746,5,0.50,RTL,85.8
2024-02-02 14:05:48.778,62,2,31297,1784,5,0.50,RTL,90.07
2024-02-02 14:06:07.401,48,1,35870,3857,6,0.65,RTL,86.81
2024-02-02 14:06:19.741,48,2,24613,1944,6,0.60,RTL,85.03
2024-02-02 14:06:40.960,55,1,34610,965,5,0.52,RTL,84.03
2024-02-02 14:06:46.410,50,1,38759,8991,6,0.60,RTL,85.55
2024-02-02 14:06:49.408,50,1,27972,1396,5,0.55,RTL,85.8
2024-02-02 14:06:51.235,54,2,31247,1542,5,0.58,RTL,85.03
2024-02-02 14:07:54.630,52,1,54322,1028,4,0.39,LTR,86.34
2024-02-02 14:08:19.970,58,0,70570,7794,4,0.40,LTR,91.87
2024-02-02 14:08:33.367,51,1,23174,702,5,0.55,RTL,84.53
2024-02-02 14:08:43.114,48,1,32128,1103,5,0.60,RTL,84.53
2024-02-02 14:09:21.473,53,2,77876,3926,4,0.40,LTR,86.57
2024-02-02 14:09:25.199,50,1,72130,2126,4,0.40,LTR,86.8
2024-02-02 14:09:59.936,46,0,54390,120,4,0.43,LTR,85.03
2024-02-02 14:10:13.353,49,1,49132,5466,5,0.52,RTL,86.06
2024-02-02 14:10:26.598,52,3,31904,2812,6,0.60,RTL,84.77
2024-02-02 14:10:44.164,51,1,67280,13044,4,0.40,LTR,87.88
2024-02-02 14:10:54.014,42,1,25443,845,5,0.68,RTL,79.4
2024-02-02 14:11:13.333,50,1,26304,2842,6,0.61,RTL,84.76
2024-02-02 14:11:20.605,48,0,56908,754,4,0.40,LTR,85.78
2024-02-02 14:11:36.670,54,1,76009,2138,4,0.40,LTR,91.48
2024-02-02 14:11:54.687,49,2,33926,4945,6,0.60,RTL,85.53
2024-02-02 14:12:01.440,52,1,38161,1111,5,0.52,RTL,84.78
2024-02-02 14:12:05.387,49,1,79566,186,4,0.43,LTR,87.15
2024-02-02 14:12:07.432,45,0,56664,1224,4,0.40,LTR,84.37
2024-02-02 14:12:25.450,52,2,29195,3379,6,0.62,RTL,86.57
2024-02-02 14:13:19.782,57,2,37123,2078,5,0.53,RTL,90.22
2024-02-02 14:13:39.998,43,1,38052,5591,7,0.70,RTL,87.06
2024-02-02 14:13:45.971,36,1,22578,3033,8,0.82,RTL,78.63
2024-02-02 14:14:11.359,46,1,25602,1784,6,0.62,RTL,81.23
2024-02-02 14:15:05.741,49,1,28607,1408,6,0.60,RTL,84.28
2024-02-02 14:15:11.611,56,1,30125,1842,5,0.49,RTL,87.59
2024-02-02 14:15:49.573,50,0,54302,370,4,0.40,LTR,87.85
2024-02-02 14:16:17.112,48,2,70700,17302,6,0.62,RTL,87.58
2024-02-02 14:16:27.535,50,1,20633,597,5,0.60,RTL,82.95
2024-02-02 14:16:56.048,37,2,54561,29080,8,0.80,RTL,89.1
2024-02-02 14:17:00.726,38,1,27308,4440,8,0.83,RTL,81.96
2024-02-02 14:17:03.398,39,1,23982,3210,7,0.70,RTL,80.22
2024-02-02 14:17:32.982,44,1,54872,26652,6,0.60,RTL,87.07
2024-02-02 14:17:36.808,43,1,33867,6800,7,0.70,RTL,85.02
2024-02-02 14:17:53.726,51,2,33843,1073,4,0.48,RTL,89.13
2024-02-02 14:18:28.210,50,1,61810,1574,4,0.40,LTR,84.53
2024-02-02 14:18:32.760,50,1,61580,3200,4,0.40,LTR,86.04
2024-02-02 14:18:37.508,45,1,26703,6138,7,0.70,RTL,84.22
2024-02-02 14:18:55.450,42,1,24479,1730,7,0.70,RTL,82.21
2024-02-02 14:18:59.874,53,0,68748,1428,4,0.40,LTR,89.39
2024-02-02 14:19:15.542,46,2,83676,7656,4,0.42,LTR,88.88
2024-02-02 14:19:18.591,48,2,35326,1398,5,0.52,RTL,87.08
2024-02-02 14:19:38.733,52,1,30670,3652,6,0.60,RTL,85.55
2024-02-02 14:21:02.331,55,1,26987,3324,6,0.60,RTL,85.54
2024-02-02 14:21:36.891,50,1,46745,4703,5,0.50,RTL,89.4
2024-02-02 14:21:40.314,52,1,29084,2006,6,0.60,RTL,84.55
2024-02-02 14:21:47.087,61,0,68958,6444,4,0.40,LTR,101.97
2024-02-02 14:22:22.722,49,1,23566,1792,6,0.60,RTL,82.97
2024-02-02 14:22:29.745,51,2,26596,1970,6,0.60,RTL,87.85
2024-02-02 14:22:42.914,58,1,59359,1831,4,0.40,LTR,88.63
2024-02-02 14:23:03.606,49,1,80994,19461,4,0.40,LTR,87.85
2024-02-02 14:23:08.055,42,1,54130,22354,7,0.70,RTL,85.53
2024-02-02 14:23:39.547,53,0,54948,438,4,0.40,LTR,88.65
2024-02-02 14:23:44.841,55,0,66868,1172,4,0.40,LTR,90.97
2024-02-02 14:23:46.815,45,0,67062,5285,5,0.50,LTR,89.65
2024-02-02 14:24:01.358,58,0,74180,8470,4,0.40,LTR,87.87
2024-02-02 14:24:40.847,48,1,24124,2785,6,0.60,RTL,85.31
2024-02-02 14:24:59.291,54,2,56793,26688,6,0.61,RTL,92.8
